terapagos,choice-specs,tera-shift,stellar,tera-starstorm,earth-power,dark-pulse,dazzling-gleam,9gen
ogerpon,hearthflame-mask,mold-breaker,fire,spiky-shield,follow-me,ivy-cudgel,taunt,9gen
iron-hands,assault-vest,quark-drive,grass,drain-punch,wild-charge,heavy-slam,fake-out,9gen
klefki,light-clay,prankster,ghost,light-screen,reflect,thunder-wave,dazzling-gleam,6gen
kyogre,assault-vest,drizzle,grass,water-spout,ice-beam,origin-pulse,thunder,3gen
urshifu,choice-band,unseen-fist,grass,surging-strikes,close-combat,aqua-jet,uturn,8gen
tornadus,covert-cloak,prankster,dark,tailwind,rain-dance,bleakwind-storm,taunt,5gen
landorus,choice-scarf,sheer-force,ghost,sandsear-storm,earth-power,taunt,sludge-bomb,5gen
tsareena,wide-lens,queenly-majesty,ice,protect,power-whip,triple-axel,taunt,7gen
basculegion,life-orb,swift-swim,grass,protect,wave-crash,last-respects,aqua-jet,8gen
grimmsnarl,covert-cloak,prankster,water,foul-play,reflect,thunder-wave,taunt,8gen
landorus,choice-scarf,sheer-force,ghost,earth-power,sandsear-storm,sludge-bomb,psychic,5gen
urshifu,focus-sash,unseen-fist,grass,detect,close-combat,aqua-jet,surging-strikes,8gen
ogerpon,hearthflame-mask,mold-breaker,fire,spiky-shield,follow-me,ivy-cudgel,wood-hammer,9gen
raging-bolt,assault-vest,protosynthesis,poison,electroweb,thunderbolt,thunderclap,dragon-pulse,9gen
terapagos,leftovers,tera-shift,stellar,protect,calm-mind,tera-starstorm,dark-pulse,9gen
calyrex,covert-cloak,as-one-(spectrier),fairy,astral-barrage,draining-kiss,calm-mind,protect,8gen
rillaboom,assault-vest,grassy-surge,fire,wood-hammer,grassy-glide,uturn,fake-out,8gen
roaring-moon,booster-energy,protosynthesis,flying,knock-off,acrobatics,tailwind,protect,9gen
incineroar,rocky-helmet,intimidate,water,flare-blitz,parting-shot,willowisp,fake-out,7gen
urshifu,focus-sash,unseen-fist,stellar,surging-strikes,close-combat,taunt,detect,8gen
clefairy,eviolite,friend-guard,grass,follow-me,helping-hand,after-you,protect,1gen
urshifu,mystic-water,unseen-fist,grass,surging-strikes,close-combat,aqua-jet,protect,8gen
ursaluna,flame-orb,guts,normal,headlong-rush,facade,substitute,protect,8gen
miraidon,choice-specs,hadron-engine,ghost,electro-drift,volt-switch,discharge,dragon-pulse,9gen
iron-crown,expert-belt,quark-drive,ground,tachyon-cutter,protect,psychic-noise,tera-blast,9gen
incineroar,assault-vest,intimidate,dragon,flare-blitz,fake-out,uturn,knock-off,7gen
whimsicott,focus-sash,prankster,ghost,moonblast,encore,protect,tailwind,5gen
iron-hands,assault-vest,quark-drive,grass,fake-out,drain-punch,wild-charge,heavy-slam,9gen
urshifu,focus-sash,unseen-fist,dark,wicked-blow,close-combat,sucker-punch,detect,8gen
farigiraf,electric-seed,armor-tail,water,psychic-noise,foul-play,trick-room,helping-hand,9gen
chi-yu,choice-scarf,beads-of-ruin,fire,overheat,heat-wave,snarl,flamethrower,9gen
miraidon,choice-specs,hadron-engine,fairy,electro-drift,volt-switch,draco-meteor,dazzling-gleam,9gen
whimsicott,covert-cloak,prankster,fire,moonblast,tailwind,encore,light-screen,5gen
ogerpon,cornerstone-mask,sturdy,rock,ivy-cudgel,power-whip,follow-me,spiky-shield,9gen
urshifu,focus-sash,unseen-fist,water,surging-strikes,close-combat,aqua-jet,detect,8gen
rillaboom,assault-vest,grassy-surge,grass,wood-hammer,grassy-glide,uturn,fake-out,8gen
raging-bolt,booster-energy,protosynthesis,electric,thunderbolt,draco-meteor,thunderclap,protect,9gen
farigiraf,throat-spray,armor-tail,water,hyper-voice,shadow-ball,trick-room,helping-hand,9gen
calyrex,clear-amulet,as-one-(glastrier),fire,glacial-lance,high-horsepower,trick-room,protect,8gen
rillaboom,assault-vest,grassy-surge,normal,wood-hammer,fake-out,high-horsepower,grassy-glide,8gen
zacian,rusted-sword,intrepid-sword,fairy,iron-head,swords-dance,protect,play-rough,8gen
urshifu,mystic-water,unseen-fist,grass,close-combat,detect,surging-strikes,aqua-jet,8gen
chien-pao,focus-sash,sword-of-ruin,ghost,sacred-sword,icicle-crash,protect,sucker-punch,9gen
umbreon,safety-goggles,inner-focus,water,snarl,taunt,foul-play,yawn,2gen
tornadus,covert-cloak,prankster,dark,bleakwind-storm,rain-dance,protect,tailwind,5gen
ogerpon,hearthflame-mask,mold-breaker,fire,ivy-cudgel,follow-me,taunt,spiky-shield,9gen
tornadus,rocky-helmet,prankster,dark,tailwind,scary-face,protect,bleakwind-storm,5gen
smeargle,focus-sash,moody,grass,follow-me,spore,decorate,quick-guard,2gen
iron-hands,assault-vest,quark-drive,grass,fake-out,drain-punch,wild-charge,heavy-slam,9gen
terapagos,choice-specs,tera-shift,stellar,tera-starstorm,earth-power,dazzling-gleam,dark-pulse,9gen
klefki,light-clay,prankster,ghost,reflect,light-screen,thunder-wave,dazzling-gleam,6gen
clefairy,eviolite,friend-guard,ground,follow-me,helping-hand,after-you,protect,1gen
calyrex,life-orb,as-one-(spectrier),grass,astral-barrage,giga-drain,nasty-plot,protect,8gen
urshifu,mystic-water,unseen-fist,water,surging-strikes,close-combat,taunt,detect,8gen
tornadus,covert-cloak,prankster,dark,bleakwind-storm,tailwind,rain-dance,taunt,5gen
iron-hands,assault-vest,quark-drive,fire,fake-out,wild-charge,drain-punch,volt-switch,9gen
smeargle,focus-sash,moody,ghost,wide-guard,spore,spiky-shield,follow-me,2gen
terapagos,leftovers,tera-shift,stellar,tera-starstorm,protect,substitute,calm-mind,9gen
rillaboom,assault-vest,grassy-surge,fire,wood-hammer,uturn,grassy-glide,fake-out,8gen
incineroar,rocky-helmet,intimidate,ghost,knock-off,willowisp,fake-out,parting-shot,7gen
annihilape,choice-scarf,defiant,grass,final-gambit,close-combat,uturn,shadow-claw,9gen
ogerpon,cornerstone-mask,sturdy,rock,ivy-cudgel,grassy-glide,follow-me,spiky-shield,9gen
scream-tail,booster-energy,protosynthesis,ghost,play-rough,encore,disable,protect,9gen
miraidon,choice-specs,hadron-engine,fairy,electro-drift,volt-switch,dazzling-gleam,draco-meteor,9gen
farigiraf,electric-seed,armor-tail,water,foul-play,psychic-noise,trick-room,helping-hand,9gen
whimsicott,covert-cloak,prankster,fire,encore,light-screen,moonblast,tailwind,5gen
urshifu,focus-sash,unseen-fist,stellar,surging-strikes,close-combat,aqua-jet,detect,8gen
ogerpon,hearthflame-mask,mold-breaker,fire,ivy-cudgel,wood-hammer,spiky-shield,taunt,9gen
iron-hands,assault-vest,quark-drive,bug,low-kick,drain-punch,fake-out,wild-charge,9gen
flutter-mane,booster-energy,protosynthesis,grass,moonblast,icy-wind,thunder-wave,protect,9gen
chi-yu,covert-cloak,beads-of-ruin,grass,heat-wave,snarl,overheat,protect,9gen
latios,life-orb,levitate,steel,luster-purge,draco-meteor,tailwind,protect,3gen
zamazenta,rusted-shield,dauntless-shield,dragon,body-press,heavy-slam,wide-guard,protect,8gen
rillaboom,choice-band,grassy-surge,grass,grassy-glide,wood-hammer,high-horsepower,uturn,8gen
tyranitar,focus-sash,sand-stream,ghost,rock-slide,knock-off,stone-edge,protect,2gen
grimmsnarl,light-clay,prankster,ghost,reflect,light-screen,thunder-wave,spirit-break,8gen
zamazenta,rusted-shield,dauntless-shield,grass,protect,body-press,iron-defense,heavy-slam,8gen
gholdengo,life-orb,good-as-gold,normal,protect,nasty-plot,shadow-ball,make-it-rain,9gen
rillaboom,assault-vest,grassy-surge,fire,fake-out,grassy-glide,wood-hammer,uturn,8gen
chien-pao,focus-sash,sword-of-ruin,ghost,protect,icicle-crash,sucker-punch,throat-chop,9gen
pelipper,safety-goggles,drizzle,ghost,protect,hurricane,weather-ball,wide-guard,3gen
urshifu,life-orb,unseen-fist,ghost,surging-strikes,close-combat,taunt,protect,8gen
okidogi,assault-vest,guard-dog,grass,gunk-shot,drain-punch,knock-off,upper-hand,9gen
indeedee,safety-goggles,psychic-surge,water,alluring-voice,follow-me,helping-hand,trick-room,8gen
ursaluna,flame-orb,guts,ghost,facade,headlong-rush,earthquake,protect,8gen
whimsicott,covert-cloak,prankster,dark,grass-knot,tailwind,encore,light-screen,5gen
lunala,power-herb,shadow-shield,grass,moongeist-beam,meteor-beam,expanding-force,trick-room,7gen
farigiraf,electric-seed,armor-tail,water,psychic,helping-hand,trick-room,foul-play,9gen
ogerpon,hearthflame-mask,mold-breaker,fire,ivy-cudgel,wood-hammer,follow-me,spiky-shield,9gen
whimsicott,covert-cloak,prankster,dark,moonblast,tailwind,light-screen,encore,5gen
iron-hands,assault-vest,quark-drive,grass,low-kick,wild-charge,drain-punch,fake-out,9gen
urshifu,focus-sash,unseen-fist,stellar,close-combat,surging-strikes,aqua-jet,detect,8gen
miraidon,choice-specs,hadron-engine,fairy,electro-drift,draco-meteor,volt-switch,dazzling-gleam,9gen
urshifu,dread-plate,unseen-fist,water,wicked-blow,sucker-punch,coaching,detect,8gen
ogerpon,hearthflame-mask,mold-breaker,fire,ivy-cudgel,bullet-seed,follow-me,spiky-shield,9gen
raging-bolt,focus-sash,protosynthesis,stellar,thunderbolt,draco-meteor,thunderclap,protect,9gen
iron-hands,assault-vest,quark-drive,fairy,drain-punch,low-kick,wild-charge,fake-out,9gen
groudon,clear-amulet,drought,fire,precipice-blades,heat-crash,bulk-up,protect,3gen
iron-jugulis,booster-energy,quark-drive,steel,air-slash,snarl,tailwind,protect,9gen
ditto,choice-scarf,imposter,ghost,transform,,,,1gen
chien-pao,focus-sash,sword-of-ruin,ghost,icicle-crash,lash-out,sucker-punch,protect,9gen
rillaboom,miracle-seed,grassy-surge,grass,grassy-glide,wood-hammer,fake-out,protect,8gen
flutter-mane,booster-energy,protosynthesis,fairy,moonblast,shadow-ball,thunder-wave,taunt,9gen
entei,choice-band,inner-focus,normal,sacred-fire,extreme-speed,stomping-tantrum,flare-blitz,2gen
zamazenta,rusted-shield,dauntless-shield,dragon,body-press,heavy-slam,wide-guard,protect,8gen
calyrex,choice-specs,as-one-(spectrier),normal,astral-barrage,psychic,pollen-puff,hyper-beam,8gen
weezing,covert-cloak,neutralizing-gas,dark,strange-steam,poison-gas,toxic-spikes,sludge-bomb,1gen
mienshao,focus-sash,inner-focus,fighting,close-combat,fake-out,feint,wide-guard,5gen
dondozo,leftovers,unaware,grass,body-press,order-up,earthquake,protect,9gen
chi-yu,choice-scarf,beads-of-ruin,ghost,overheat,heat-wave,dark-pulse,snarl,9gen
tatsugiri,assault-vest,commander,fairy,draco-meteor,muddy-water,mirror-coat,counter,9gen
rillaboom,assault-vest,grassy-surge,fire,wood-hammer,uturn,grassy-glide,fake-out,8gen
urshifu,choice-scarf,unseen-fist,water,surging-strikes,close-combat,uturn,rock-tomb,8gen
calyrex,covert-cloak,as-one-(spectrier),fairy,protect,astral-barrage,draining-kiss,calm-mind,8gen
mienshao,focus-sash,inner-focus,fighting,close-combat,taunt,wide-guard,fake-out,5gen
clefairy,eviolite,friend-guard,grass,protect,follow-me,helping-hand,sing,1gen
incineroar,safety-goggles,intimidate,water,knock-off,willowisp,parting-shot,fake-out,7gen
urshifu,focus-sash,unseen-fist,stellar,surging-strikes,close-combat,protect,aqua-jet,8gen
rillaboom,assault-vest,grassy-surge,fire,wood-hammer,grassy-glide,fake-out,uturn,8gen
clefairy,eviolite,friend-guard,ground,follow-me,helping-hand,heal-pulse,protect,1gen
raging-bolt,booster-energy,protosynthesis,electric,thunderbolt,thunderclap,draco-meteor,protect,9gen
calyrex,life-orb,as-one-(spectrier),normal,astral-barrage,psychic,nasty-plot,protect,8gen
ogerpon,hearthflame-mask,mold-breaker,fire,ivy-cudgel,grassy-glide,follow-me,spiky-shield,9gen
ogerpon,cornerstone-mask,sturdy,rock,spiky-shield,ivy-cudgel,taunt,follow-me,9gen
smeargle,focus-sash,moody,grass,spore,fake-out,wide-guard,follow-me,2gen
clefairy,eviolite,friend-guard,water,protect,follow-me,helping-hand,sing,1gen
urshifu,choice-scarf,unseen-fist,water,surging-strikes,close-combat,uturn,aqua-jet,8gen
calyrex,covert-cloak,as-one-(spectrier),fairy,protect,astral-barrage,draining-kiss,calm-mind,8gen
rillaboom,assault-vest,grassy-surge,fire,grassy-glide,wood-hammer,uturn,fake-out,8gen
amoonguss,rocky-helmet,regenerator,fairy,spore,pollen-puff,protect,rage-powder,5gen
urshifu,choice-scarf,unseen-fist,water,surging-strikes,close-combat,coaching,uturn,8gen
ursaluna,life-orb,mind’s-eye,normal,protect,blood-moon,hyper-voice,earth-power,8gen
farigiraf,sitrus-berry,armor-tail,grass,trick-room,foul-play,psychic,helping-hand,9gen
calyrex,nevermelt-ice,as-one-(glastrier),fire,glacial-lance,protect,trick-room,high-horsepower,8gen
